movie_name,movie_Genre,movie_poster,movie_poster_url,movie_director,movie_amount,movie_cast_members_name,movie_release_date,movie_runtime
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Hayley Kiyoko as Shanni,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Colin Woodell as Ray,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Ryan Hansen as Avilo,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Ione Skye as Ethan's Mom,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Chris D'Elia as Neil,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Ian Anthony Dale as Anders,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Henry Zaga as Jordan,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,LaMonica Garret as Chopper,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Brianne Howey as Darla,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Medalion Rahimi as Nikki,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Sam Aotaki as Chelsea,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Peter Gilroy as Jayce,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Scotty Dickert as Bo/Drug guy,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Marci Miller as Alien girl,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Christopher Foley as Brock,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Brett Davis as Vince,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Lars Slind as Chad,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Kenajuan Bentley as Joe,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Laird Macintosh as Mr. Henderson,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Joe Russell as Sound Tech,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Alex Rich as Nice Raver Guy,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Keelin Woodell as Cuddle Puddle Girl,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Casey Strand as Secretary,26-Aug-16,"1 hour, 32 min."
XOXO,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/XOXO_%282016_film%29.png/220px-XOXO_%282016_film%29.png,https://en.wikipedia.org/wiki/File:XOXO_(2016_film).png,Christopher Louie,N/A,Kelly Marie Tran as Butterfly Rave Girl,26-Aug-16,"1 hour, 32 min."
ARQ,Thriller,https://upload.wikimedia.org/wikipedia/en/9/9a/ARQ_poster.jpg,https://en.wikipedia.org/wiki/File:ARQ_poster.jpg,Tony Elliott,N/A,N/A,16-Sep-16,"1 hour, 28 min."
The Siege of Jadotville,War,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Siege_of_Jadotville_Netflix_poster.jpg/220px-Siege_of_Jadotville_Netflix_poster.jpg,https://en.wikipedia.org/wiki/File:Siege_of_Jadotville_Netflix_poster.jpg,,N/A,N/A,7-Oct-16,"1 hour, 48 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Jane Lynch as Gabby Monkhouse,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Parker Posey as Cindi Babineaux,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Christopher Guest as Corky St. Clair,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,"Fred Willard as Greg Gammons, Jr.",13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Ed Begley Jr. as A.J. Blumquist,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Christopher Moynihan as Phil Mayhew,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Don Lake as Buddy Campbell,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Brad Williams as Ron 'The Worm' Trippman,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Zach Woods as Mike Murray,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Chris O'Dowd as Tommy 'Zook' Zucarello,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Susan Yeagley as Laci Babineaux,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,"Tom Bennett as Owen Golly, Jr.",13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Kerry Godliman as Sarah Golly,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Bob Balaban as Sol Lumpkin,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Jennifer Coolidge as Jolene Lumpkin,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Michael Hitchcock as Langston Aubrey,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Maria Blasucci as Jessica Mundt,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,John Michael Higgins as Upton French,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Jim Piddock as Owen Golly Sr.,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Kathreen Khavari as Bosphorus Cooper,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Oscar Nunez as Cesar Hidalgo,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Sarah Baker as Mindy Murray,13-Oct-16,"1 hour, 35 min."
Mascots,Mockumentary,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Mascots_poster.jpg/220px-Mascots_poster.jpg,https://en.wikipedia.org/wiki/File:Mascots_poster.jpg,Christopher Guest,N/A,Harry Shearer as Competition Announcer,13-Oct-16,"1 hour, 35 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,Ruth Wilson as Lily Saylor,28-Oct-16,"1 hour, 29 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,"Paula Prentiss as Iris Blum
Erin Boyes as young Iris",28-Oct-16,"1 hour, 29 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,Bob Balaban as Mr. Waxcap,28-Oct-16,"1 hour, 29 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,Lucy Boynton as Polly Parsons,28-Oct-16,"1 hour, 29 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,Brad Milne as Groom,28-Oct-16,"1 hour, 29 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,Daniel Chichagov as Darling,28-Oct-16,"1 hour, 29 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,James Perkins as John,28-Oct-16,"1 hour, 29 min."
I Am the Pretty Thing That Lives in the House,Horror,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg/220px-I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,https://en.wikipedia.org/wiki/File:I_Am_the_Pretty_Thing_That_Lives_in_the_House_poster.jpg,Osgood Perkins,N/A,Beatrix Perkins as Wendy,28-Oct-16,"1 hour, 29 min."
7 aÃ±os,Drama,https://upload.wikimedia.org/wikipedia/en/6/65/7_A%C3%B1os.png,https://en.wikipedia.org/wiki/File:7_A%C3%B1os.png,Roger Gual,N/A,Juana Acosta as Veronica (Vero),28-Oct-16,"1 hour, 16 min."
7 aÃ±os,Drama,https://upload.wikimedia.org/wikipedia/en/6/65/7_A%C3%B1os.png,https://en.wikipedia.org/wiki/File:7_A%C3%B1os.png,Roger Gual,N/A,Àlex Brendemühl as Marcel,28-Oct-16,"1 hour, 16 min."
7 aÃ±os,Drama,https://upload.wikimedia.org/wikipedia/en/6/65/7_A%C3%B1os.png,https://en.wikipedia.org/wiki/File:7_A%C3%B1os.png,Roger Gual,N/A,Paco León as Luis,28-Oct-16,"1 hour, 16 min."
7 aÃ±os,Drama,https://upload.wikimedia.org/wikipedia/en/6/65/7_A%C3%B1os.png,https://en.wikipedia.org/wiki/File:7_A%C3%B1os.png,Roger Gual,N/A,Manuel Morón as JosÃ© Veiga,28-Oct-16,"1 hour, 16 min."
7 aÃ±os,Drama,https://upload.wikimedia.org/wikipedia/en/6/65/7_A%C3%B1os.png,https://en.wikipedia.org/wiki/File:7_A%C3%B1os.png,Roger Gual,N/A,Juan Pablo Raba as Carlos,28-Oct-16,"1 hour, 16 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,"Kevin James as Sam Larson (pretending to be the assassin known as ""The Ghost"").[2]",11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Zulay Henao as DEA Agent Rosa Bolivar,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Andy García as El Toro,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Maurice Compte as Juan,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Kelen Coleman as Kylie Applebaum,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Andrew Howard as Anton Masovich,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Ron Rifkin as Amos AKA The Ghost,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Rob Riggle as William Cobb,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Leonard Earl Howze as Michael Cleveland,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Yul Vazquez as Gen. Ruiz,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Kim Coates as President Cueto,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,P. J. Byrne as Trent,11-Nov-16,"1 hour, 38 min."
True Memoirs of an International Assassin,Action comedy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/True_Memoirs_of_an_International_Assassin.jpg/220px-True_Memoirs_of_an_International_Assassin.jpg,https://en.wikipedia.org/wiki/File:True_Memoirs_of_an_International_Assassin.jpg,Jeff Wadlow,N/A,Emilie Ullerup as Stephanie,11-Nov-16,"1 hour, 38 min."
